date,title,subtitle,image,text
1801, Invention of the Jacquard Loom, Joseph Marie Jacquard, card_1801.png,"Joseph Marie Jacquard, from Lyon, developed a programmable loom using punch cards. These cards controlled the fabric patterns and allowed instructions to be stored. The Jacquard loom is thus considered one of the first programmable systems, a precursor to the computer and the robot."
1831, Invention of the electric telegraph, Samuel Morse, card_1831.png,"Samuel Morse and other inventors developed the electric telegraph, capable of rapidly transmitting messages over long distances. Information was encoded as electrical pulses using Morse code. This invention marked the beginning of digital communications."
1834, The Principle of the Analytical Engine, Charles Babbage, card_1834.png,"While developing his Difference Engine, Charles Babbage conceived the Analytical Engine and incorporated punch cards inspired by the Jacquard loom. These cards would have been used to give instructions to the machine. Although never completed, this invention laid the fundamental principles of the programmable computer."
1837, Invention of Morse Code, Samuel Morse, card_1837.png, Samuel Morse invented an alphabet consisting solely of dots and dashes. Each letter was converted into a sequence of electrical signals that could be transmitted over long distances. This was one of the first digital representations of information.
1843, The First Computer Program, Ada Lovelace, card_1843.png,"In the United Kingdom, Ada Lovelace wrote the first computer program for Charles Babbage’s Analytical Engine. Her algorithm made it possible to calculate Bernoulli numbers, illustrating the power of programmed instructions and laying the foundation for modern software."
1854, Boolean Algebra, George Boole, card_1854.png,"The British mathematician George Boole proposed a new form of symbolic logic. He reduced human reasoning to two fundamental states: True (1) and False (0). His logical operations (AND, OR, NOT) made it possible to process binary variables through calculation. Although it had fallen into obscurity, this theory became the foundation of modern electronic circuits in 1937. Without this algebra, the architecture of today’s computers and software would not exist."
1936, The Universal Machine and the Decryption of Enigma, Alan Turing, card_1936.png,"A visionary pioneer of computer science and an unsung hero of World War II. In 1936, Alan Turing laid the theoretical foundations of computation with his ‘Universal Machine,’ the conceptual ancestor of all computers. At Bletchley Park, he designed and perfected the Bombe, a machine that made it possible to decipher messages encoded by Enigma, thereby making a decisive contribution to the Allied victory."
1937, Application of Boolean Algebra to Circuits, Claude Shannon, card_1937.png,"In his master's thesis, Claude Shannon demonstrated that Boolean algebra can be used to design electrical relay circuits. He showed that logical operations (AND, OR, NOT) can be performed using electrical switches. This discovery bridges mathematics and electronics and marks the true birth of modern digital computing."
1941, First Functional Programmable Computer, Konrad Zuse, card_1941.png,"Konrad Zuse built the Z3 in Germany, the first fully automatic programmable computer using electromechanical relays. Capable of executing programs stored on a punched tape, it performed complex calculations without human intervention. Although destroyed during World War II, it is still considered today to be the first operational programmable computer in history."
1945, The Modern Computer, John von Neumann, card_1945.png," Mathematician John von Neumann formalized the architecture of modern computers in his report on the EDVAC. He proposed storing programs and data in the same memory, allowing the machine to easily modify the instructions it executes. This architecture, consisting of a processor, memory, and input/output devices, is still used by the vast majority of computers today."
1945, ENIAC: The First Vacuum-Tube Computer,, card_1945_2.png,"Electronic Numerical Integrator and Computer, the first general-purpose programmable electronic computer, built at the University of Pennsylvania under the direction of John Mauchly and J. Presper Eckert for the U.S. Army. With its 18,000 vacuum tubes, 70,000 resistors, 10,000 capacitors, and 1,500 relays, it occupied an entire room (167 m²) and consumed 150 kW. Originally intended for calculating ballistic firing tables, it was unveiled in 1946 and marked the beginning of the era of modern electronic computing."
1947, Invention of the transistor,, card_1947.png," J. Bardeen, W. Shockley, and W. Brattain of Bell Laboratories developed the first bipolar transistor, ushering in the era of modern electronics. Developed simultaneously in Europe as the transistron, the transistor replaced vacuum tubes and made the miniaturization of computing machines possible. It would become the foundation of computing and digital technologies."
1948, Information Theory, Claude Shannon, card_1948.png,"Claude Shannon publishes 'A Mathematical Theory of Communication'. He introduces the bit as the fundamental unit of information and demonstrates how to measure, transmit, and protect data from errors. His work lays the foundation for telecommunications, the Internet, and modern digital systems."
1952, The Invention of the First Compiler and the Term 'Bug', Grace Hopper, card_1952.png,"A pioneer in computer science and rear admiral in the U.S. Navy. In 1952, she created the first compiler (A-0), which automated the translation of programs: a revolution that paved the way for high-level languages. In 1947, a moth trapped in the Harvard Mark II inspired the term 'bug' for a program error and the expression 'debug,' which entered common parlance thanks to her."
1956, Birth of Artificial Intelligence, Dartmouth Conference, card_1956.png,"In the summer of 1956, John McCarthy, Marvin Minsky, Claude Shannon, and several other researchers gathered at Dartmouth College. They coined the term ‘Artificial Intelligence’ and envisioned machines capable of reasoning, learning, and solving problems. This conference marked the official beginning of a field of research that would profoundly transform computer science."
1958, Invention of the Integrated Circuit,, card_1958.png,"Jack Kilby and later Robert Noyce invented the integrated circuit, which combines multiple electronic components on a single silicon chip. Instead of individually assembling thousands of transistors, resistors, and capacitors, it became possible to manufacture them together. This innovation significantly reduced the size, cost, and power consumption of computers, paving the way for microprocessors, personal computers, and smartphones."
1964, Invention of the BASIC language,,card_1964.png,"John Kemeny and Thomas Kurtz created the BASIC language (Beginner’s All-purpose Symbolic Instruction Code) to make programming accessible to students. Easy to learn, it became the language of choice for the first microcomputers of the 1970s and 1980s. Millions of people thus discovered programming thanks to BASIC."
1965, Moore's Law:\n Chips Become More Powerful,,card_1965.png,"Gordon Moore, co-founder of Intel, observes that the number of transistors on a chip roughly doubles every two years. This dramatic growth allows for a continuous increase in computer power while reducing their cost. For more than half a century, this empirical law would guide the entire semiconductor industry."
1965, First Email,,card_1965_2.png,"This innovation marked the beginning of email, which would become one of the most widely used communication tools in the world."
1968,"The Mouse, Windows, and Copy-Paste", Douglas Engelbart, card_1968.png,"On December 9, 1968, Douglas Engelbart gave a live demonstration of a series of innovations that seemed to come from the future: the mouse, windows, copy-paste, collaborative editing, hyperlinks, and videoconferencing. This presentation, nicknamed 'The Mother of All Demos,' profoundly influenced Apple, Microsoft, and modern computing as a whole."
1969, ARPANET: The Beginnings of the Internet,, card_1969.png,"The U.S. Department of Defense launched ARPANET, the first network connecting multiple remote computers. The first message sent contained only the letters 'LO,' as the machine crashed before it could type 'LOGIN.' Designed to share computing resources among research centers, ARPANET introduced the principles of networked communication that would give rise to the Internet a few decades later."
1969, UNIX: The modern operating system,,card_1969_2.png,"At Bell Labs, Ken Thompson and Dennis Ritchie developed UNIX, a simple, portable, multi-user operating system. Designed around small, specialized programs that could be combined with one another, UNIX profoundly influenced all of modern computing. Linux, macOS, Android, and today’s operating systems are its direct descendants."
1970, Relational Databases, Edgar F. Codd, card_1970.png,"British researcher Edgar F. Codd published a revolutionary model for organizing data in the form of interconnected tables. Relational databases facilitate the storage, retrieval, and updating of large amounts of information. They quickly became the foundation for banks, government agencies, businesses, and later, websites."
1971, At Sign,, card_1971.png,"Engineer Ray Tomlinson chose the @ symbol to separate the user’s name from the computer’s name in the first email addresses. A simple typographical character, the at sign quickly became the universal symbol of email. Today, it more broadly symbolizes the Internet and digital communication."
1971, First Commercial Microprocessor,,card_1971_2.png,"The Intel 4004 was designed by Federico Faggin, Ted Hoff, Stanley Mazor (Intel), and Masatoshi Shima (Busicom). Incorporating 2,300 transistors on a 12 mm² chip, it executed 60,000 instructions per second. Originally created to power a desktop calculator (Busicom 141-PF), it laid the foundation for all modern processors and launched the personal computing revolution."
1972, C Language: \n The Foundation of Modern Computing, Dennis Ritchie, card_1972.png,"Dennis Ritchie developed the C language at Bell Labs to program the Unix system. Fast, portable, and close to the hardware, it became one of the most influential languages in history. Many modern operating systems, software programs, and languages (C++, Java, C#, Python, etc.) are direct descendants of its concepts."
1973, Birth of Ethernet, Robert Metcalfe, card_1973.png,"Robert Metcalfe invented Ethernet at Xerox PARC to enable multiple computers to communicate within the same local area network. Initially based on a shared cable and a collision detection mechanism, this technology gradually became the global standard for computer networks. Still in use today in both businesses and homes, Ethernet is one of the fundamental building blocks of modern Internet infrastructure."
1975, The Birth of Microsoft,, card_1975.png,"In 1975, Bill Gates and Paul Allen founded Microsoft in Albuquerque. Their first success came from adapting the BASIC language for the Altair 8800. The company really took off in 1980 thanks to a landmark contract with IBM. It then became the global software giant with the MS-DOS system."
1977, The Arrival of Computers in Homes, Apple II, card_1977.png,"The first personal computer truly accessible to the general public, designed by S. Wozniak and marketed by S. Jobs at Apple. Equipped with a 1 MHz 6502 processor, 4 KB of RAM (expandable to 48 KB), color graphics (high resolution 280×192), and a built-in keyboard. Sold with an iconic beige case and the rainbow logo, it popularized BASIC, games (such as Breakout), VisiCalc (the first spreadsheet program), and brought computing into homes, schools, and small businesses."
1979, VisiCalc: \n The software that sold computers,,card_1979.png,"VisiCalc became the first electronic spreadsheet available on the Apple II. For the first time, businesses could instantly recalculate their financial spreadsheets. Many people bought a computer solely to use VisiCalc, making it the first true ‘killer app’ in the history of computing."
1980, Birth of the Minitel,,card_1980.png,"French engineers from CNET and CCETT conceived an interactive network connecting citizens to information via the telephone. Supported by the Transpac network, the Minitel gave rise to the Télétel and heralded the end of paper. A precursor to the Internet, it ushered in the era of consumer digital services in France. "
1981, The PC Becomes a Standard ,IBM PC, card_1981.png,"IBM launched its first Personal Computer (IBM PC 5150), designed to make computing accessible to businesses and individuals. Thanks to its open architecture, numerous manufacturers were able to produce compatible computers, quickly creating a vast ecosystem around the PC standard. Combined with the MS-DOS system, it established a new global benchmark that would dominate the personal computing market for years to come."
1982, Computers Enter the Home, Commodore 64,card_1982.png,"The undisputed king of the 1980s. With more than 12 to 17 million units sold, the 'C64' was the computer that transformed the family living room into a space for gaming and learning. Its inimitable SID sound, multicolored sprites, and rock-bottom price ($595, then quickly dropping to $200) gave rise to a generation of amateur programmers, musicians, and gamers."
1983, GNU Project, Richard Stallman, card_1983.png,"In 1983, Richard Stallman launched the GNU Project to create a free operating system. In response to the closure of source code, he drafted the GNU Manifesto two years later. In it, he defined the four fundamental freedoms: to use, study, modify, and redistribute. This initiative gave rise to the free software movement and the GPL license. The project would later merge with the Linux kernel to form the GNU/Linux system."
1984, The Computer with a Graphical User Interface, Macintosh, card_1984.png,"Apple released the Macintosh, the first personal computer to popularize the graphical user interface and the mouse among the general public. With its windows, icons, and intuitive use, it made computing more accessible. It helped establish the graphical user interfaces found on all computers today."
1989, The Invention of the Web, World Wide Web, card_1989.png,"At CERN, Tim Berners-Lee proposed the World Wide Web to facilitate the sharing of scientific documents among researchers. He invented the three fundamental technologies of the Web: HTML pages, hypertext links, and the HTTP protocol, as well as the first browser capable of viewing them. Initially designed for the scientific community, the Web gradually transformed the Internet into a global space for the exchange of information and revolutionized access to knowledge."
1991, Linux Kernel, Linus Torvalds, card_1991.png,"Linus Torvalds, a 21-year-old Finnish student, began developing a new operating system kernel. He posted his famous message in August, asking for feedback on his 'hobby,' which he did not expect to be 'big or professional.' In September, version 0.01 was released, consisting of just 10,239 lines of code. The GPL license was quickly adopted for the project, encouraging global collaboration. This kernel, named Linux, would become the crucial missing piece to complete the GNU system."
1993, The Web Becomes Accessible, Mosaic Browser, card_1993.png,"Developed at the NCSA, Mosaic was the first graphical browser to achieve widespread success. For the first time, text, images, and hyperlinks were displayed in a single, user-friendly window. Mosaic made the World Wide Web accessible to everyone and paved the way for modern browsers such as Netscape, Firefox, Chrome, and Edge."
1994, The Birth of E-Commerce, Amazon, card_1994.png, Jeff Bezos founded Amazon as an online bookstore. The company demonstrated that it was possible to purchase products directly on the Internet with just a few clicks. Amazon would go on to become one of the world’s largest e-commerce players and help bring about a lasting transformation in consumer habits.
1995, Wiki,, card_1995.png,"In March 1995, Ward Cunningham launched WikiWikiWeb, the first website that could be edited by its visitors. Inspired by the Hawaiian word wiki, meaning quick, he wanted to make it easier to share programming patterns. The concept revolutionized the Web by allowing anyone to edit content without technical skills. This collaborative architecture relies on trust and peer review rather than control. Six years later, this 'wisdom of the crowd' model would serve as the foundation for the creation of Wikipedia."
1997, IBM Deep Blue vs. Garry Kasparov,, card_1997.png,"The Day the Machine Defeated the Chess King On May 11, 1997, after an intense six-game match, IBM’s Deep Blue defeated Garry Kasparov, the reigning world champion. This historic victory, the result of 11 years of research at IBM, proved that brute computational power could surpass human intuition in a field as complex as chess, paving the way for modern advances in AI."
1998, The Emergence of Google: \n The World’s Information Is Organized,,card_1998.png," Larry Page and Sergey Brin founded Google based on a new algorithm for ranking web pages: PageRank. Unlike existing search engines, it measures the popularity of pages based on links between websites. Google revolutionized online information search and quickly became the world’s most widely used search engine."
2001, Birth of Wikipedia,,card_2001.png,"A universal, multilingual encyclopedia co-founded by Jimmy Wales and Larry Sanger. It is a free work, meaning anyone is free to redistribute it. Managed as a wiki on the wikipedia.org website, it allows all Internet users to write and edit articles, earning it the title of a collaborative encyclopedia. Furthermore, Wikipedia is the website that best embodies the spirit of the Internet."
2004, Facebook: Social Networks,, card_2004.png,"Created by Mark Zuckerberg along with several Harvard students, Facebook allows users to create a profile, share content, and communicate with friends and family. The social network experienced explosive growth and permanently transformed online interactions. It ushered in the era of global social platforms."
2005, YouTube: Video for Everyone,,card_2005.png,"Founded by three former PayPal employees, YouTube allows anyone to upload and watch videos for free on the Internet. Within a few years, the platform became the world’s leading video library and revolutionized the dissemination of knowledge, music, and entertainment."
2007, iPhone: The Modern Smartphone,,card_2007.png,"Apple introduced the iPhone, a device that combines a cell phone, digital music player, web browser, and pocket computer into a fully touch-based interface. With its multi-touch screen and an operating system designed for mobile apps, it profoundly transformed the way people interact with digital technologies. The smartphone gradually became a true connected personal computer, used by billions of people."
2008, Android: The Smartphone Operating System,,card_2008.png,"Google launches Android, an open-source operating system for mobile phones. Adopted by numerous manufacturers, it fuels the rise of smartphones and mobile apps. Today, Android powers the majority of smartphones worldwide."
2009, Bitcoin and the Blockchain, Satoshi Nakamoto, card_2009.png,"Under the pseudonym Satoshi Nakamoto, an unknown author introduced Bitcoin, the first digital currency operating without a central bank. Its innovation is based on the blockchain, a distributed ledger that guarantees the integrity of transactions through cryptography. This technology would pave the way for cryptocurrencies and numerous applications of digital trust."
2018, GDPR Takes Effect,,card_2018.png,"The General Data Protection Regulation (GDPR) strengthens European citizens’ rights regarding their personal data and imposes new obligations on businesses and organizations worldwide. A true turning point in digital governance, the GDPR is rapidly becoming a global benchmark for privacy protection."
2022, The Rise of Generative AI, ChatGPT,card_2022.png,"OpenAI launches ChatGPT, a conversational agent based on a large language model (LLM) capable of understanding and generating text in natural language. By enabling users to engage in dialogue, program, translate, or write content, it makes generative artificial intelligence accessible to the general public. Its widespread adoption marks a new stage in the digital revolution and is gradually transforming the way humans interact with computer tools."



